type;title;director;cast;country;date_added;release_year;rating;listed_in;description;duration_value;duration_unit;country_count
TV Show;Shopkins;Unknown;Kate Murphy;United States;2020-02-01;2014;TV-Y;Kids' TV;Tiny grocery store items come to life as the Shopkins, who have fun adventures with each other at Small Mart and the magical town called Shopville.;1;Season;1
TV Show;Diablero;Unknown;Christopher Von Uckermann,Horacio García Rojas,Gisselle Kuri,Fátima Molina,Dolores Heredia,Humberto Busto,Quetzalli Cortés,Alexa Martin,Flavio Medina,Dulce Neri,Mariana Botas;Mexico;2020-01-31;2020;TV-MA;International TV Shows, Spanish-Language TV Shows, TV Action & Adventure;When a young girl goes missing in a big city, a desperate priest joins a demon hunter and his motley crew on an otherworldly mission to find her.;2;Seasons;1
TV Show;Luna Nera;Unknown;Antonia Fotaras,Giorgio Belli,Manuela Mandracchia,Roberto De Francesco,Federica Fracassi,Lucrezia Guidone,Adalgisa Manfrida,Giada Gagliardi,Giandomenico Cupaiuolo,Gloria Carovana,Filippo Scotti;Italy;2020-01-31;2020;TV-MA;International TV Shows, Romantic TV Shows, TV Dramas;In 17th-century Italy, a teenager learns about her destiny among a family of witches, just as her boyfriend's father hunts her down for witchcraft.;1;Season;1
TV Show;Unauthorized Living;Unknown;José Coronado,Álex González,Claudia Traisac,Luís Zahera,Pilar Castro,Àlex Monner,Giulia Charm,Unax Ugalde,Ricardo Gómez,Ledicia Sola,Leonor Watling,Patrick Criado,Xabier Deive,Camila Bossa,María Guinea,Édgar Vittorino,Javier Abad,Daniel Currás,Mercedes Castro,Paula Morado,Paula Pier,Carmela Martins,Denis Gómez,Miguel Borines,Ana Villagrasa,Xavier Estévez,Carlos Hipólito;Spain;2020-01-31;2020;TV-MA;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;When a Galician shipper and drug lord hiding his Alzheimer's disease plans to retire, his second-in-command plots to steal the empire from the heir.;2;Seasons;1
TV Show;Ainori Love Wagon: African Journey;Unknown;Becky,Ryo Kato,Karina Maruyama,Kohei Takeda;Japan;2020-01-30;2019;TV-14;International TV Shows, Reality TV, Romantic TV Shows;To find love, seven strangers leave Japan and embark on a journey through the continent of Africa together. Challenges, adventure and romance await!;1;Season;1
TV Show;THE STRANGER;Unknown;Richard Armitage,Siobhan Finneran,Jennifer Saunders,Shaun Dooley,Paul Kaye,Dervla Kirwan,Kadiff Kirwan,Hannah John-Kamen,Anthony Head,Stephen Rea,Jacob Dudman,Ella-Rae Smith,Brandon Fellows,Misha Handley;United Kingdom;2020-01-30;2020;TV-MA;British TV Shows, Crime TV Shows, International TV Shows;When a stranger makes a shocking claim about his wife, family man Adam Price becomes entangled in a mystery as he desperately searches for answers.;1;Season;1
TV Show;What the Love! with Karan Johar;Unknown;Karan Johar;United States;2020-01-30;2020;TV-14;International TV Shows, Reality TV, Romantic TV Shows;With help from celebrity guests and a glam squad, filmmaker Karan Johar mentors six singletons through their personal struggles as they look for love.;1;Season;1
TV Show;Find Yourself;Unknown;Unknown;Unknown;2020-01-29;2020;TV-14;International TV Shows, Romantic TV Shows, TV Comedies;A determined entrepreneur navigates a love triangle between a young charmer and an older executive, leading her down an unconventional path to love.;1;Season;0
TV Show;Night on Earth;Unknown;Samira Wiley;United Kingdom;2020-01-29;2020;TV-PG;Docuseries, Science & Nature TV;This nature series’ new technology lifts night’s veil to reveal the hidden lives of the world’s creatures, from lions on the hunt to bats on the wing.;1;Season;1
TV Show;Omniscient;Unknown;Carla Salle,Sandra Corveloni,Jonathan Haagensen,Guilherme Prates,Luana Tanaka,Marcello Airoldi,Marco Antônio Pâmio;Brazil;2020-01-29;2020;TV-MA;International TV Shows, TV Dramas, TV Sci-Fi & Fantasy;In a city where citizens are monitored 24/7, a tech employee must outsmart her surveillance drone in order to investigate a murder.;1;Season;1
TV Show;Rise of Empires: Ottoman;Unknown;Charles Dance,Cem Yiğit Üzümoğlu,Tommaso Basili,Birkan Sokullu,Osman Sonant,Tolga Tekin,Damla Sönmez,Ushan Çakır,İlayda Akdoğan;Unknown;2020-01-24;2020;TV-MA;Docuseries;Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.;1;Season;0
TV Show;Sons of the Caliphate;Unknown;Yakubu Mohammed,Paul Sambo,Mofe Duncan,Nita Byack George,Yvonne Hays,Mickey Odey,Rahama Sadau,Sani Muazu;Nigeria;2020-01-24;2017;TV-14;International TV Shows, TV Dramas;Three wealthy, power-hungry men tussle for sovereignty amid corrupt politics, passionate desires and family obligations.;2;Seasons;1
TV Show;The goop lab with Gwyneth Paltrow;Unknown;Gwyneth Paltrow,Elise Loehnen;United States;2020-01-24;2020;TV-MA;Reality TV;Leading with curiosity, Gwyneth Paltrow and her goop team look at psychedelics, energy work and other challenging wellness topics.;1;Season;1
TV Show;The Ranch;Unknown;Ashton Kutcher,Sam Elliott,Debra Winger,Elisha Cuthbert,Kelli Goss,Wilmer Valderrama,Danny Masterson;United States;2020-01-24;2020;TV-MA;TV Comedies, TV Dramas;Being a pro athlete didn't pan out for Colt. Now he's helping his dad and brother keep the ranch afloat, and figuring out how he fits into the family.;8;Seasons;1
TV Show;October Faction;Unknown;Tamara Taylor,J.C. MacKenzie,Aurora Burghart,Gabriel Darku,Maxim Roy,Stephen McHattie,Wendy Crewson,Megan Follows,Nicola Correia-Damude,Praneet Akilla,Michelle Nolden,Anwen O'Driscoll;United States;2020-01-23;2020;TV-MA;TV Action & Adventure, TV Dramas, TV Horror;The family drama gets downright monstrous as parents Fred and Deloris hunt the supernatural, and twins Viv and Geoff harbor their own strange secrets.;1;Season;1
TV Show;​SAINT SEIYA: Knights of the Zodiac;Unknown;Bryson Baugus,Emily Neves,Blake Shepard,Patrick Poole,Luci Christian,Adam Gibbs,Masakazu Morita,Fumiko Orikasa,Takahiro Sakurai,Hiroaki Miura,Satomi Sato,Katsuyuki Konishi;Japan;2020-01-23;2020;TV-14;Anime Series, International TV Shows;Seiya and the Knights of the Zodiac rise again to protect the reincarnation of the goddess Athena, but a dark prophecy hangs over them all.;2;Seasons;1
TV Show;The Ghost Bride;Quek Shio-Chuan;Huang Peijia,Wu Kang-jen,Ludi Lin,Janet Hsieh,Kuang Tian,Susan Leong,Jordan Voon,Angeline Tan,Jojo Goh,Teresa Daley;Taiwan, Malaysia;2020-01-23;2020;TV-14;International TV Shows, TV Dramas, TV Mysteries;In 1890s Malacca, Li Lan finds herself in the afterlife and becomes mired in a mystery linked to the sinister, deceased son of a wealthy family.;1;Season;2
TV Show;Pandemic: How to Prevent an Outbreak;Unknown;Unknown;United States;2020-01-22;2020;TV-14;Docuseries, Science & Nature TV;In this docuseries, meet the heroes on the front lines of the battle against influenza and learn about their efforts to stop the next global outbreak.;1;Season;1
TV Show;Playing with Fire;Unknown;Jason Day,Margarita Rosa de Francisco,Carlos Ponce,Gaby Espino,Laura Perico,Alejandro Aguilar,Tony Plana,Marcelo Serrado,Leticia Huijara,Germán Quintero,Luis Alberti,Ricardo Vesga,Yuri Vargas,Álvaro Rodríguez,Juan David Restrepo;United States;2020-01-22;2019;TV-MA;International TV Shows, Romantic TV Shows, Spanish-Language TV Shows;Three prosperous women – including a mother and her daughter – fall for a seductive man in Colombia's Coffee Triangle.;1;Season;1
TV Show;DreamWorks How to Train Your Dragon Legends;Unknown;Jay Baruchel,Craig Ferguson,America Ferrera,Gerard Butler;United States;2020-01-20;2011;TV-PG;Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy;In this set of shorts, Hiccup and the gang learn about different species of dragons. Then, Gobber goes in search of the Boneknapper Dragon.;1;Season;1
TV Show;Ares;Unknown;Jade Olieberg,Tobias Kersloot,Lisa Smit,Frieda Barnhard,Hans Kesting,Rifka Lodeizen,Robin Boissevain,Jennifer Welts,Steef de Bot,Jip van den Dool,Janni Goslinga,Dennis Rudge,Ian Bok,Roos Dickmann,Minne Koole,Alexander Brouwer;Netherlands;2020-01-17;2020;TV-MA;International TV Shows, TV Dramas, TV Horror;Aiming to become part of Amsterdam's elite, an ambitious college student joins an exclusive society, unaware it's hiding a horrifying secret.;1;Season;1
TV Show;Hip-Hop Evolution;Unknown;Shad Kabango;Canada;2020-01-17;2020;TV-MA;Docuseries, International TV Shows;Interviews with influential MCs, DJs and moguls trace the genre's dynamic evolution from the 1970s through the 1990s in this documentary series.;4;Seasons;1
TV Show;Nailed It! Germany;Unknown;Angelina Kirsch,Bernd Siefert;Germany;2020-01-17;2020;TV-14;International TV Shows, Reality TV;Home cooks try – and inevitably fail – to re-create spectacular confections on this comical competition show, all for a sweet 5,000 euros.;1;Season;1
TV Show;Tiny House Nation;Unknown;Unknown;United States;2020-01-17;2019;TV-PG;Reality TV;Traveling the U.S., host John Weisbarth and expert Zack Giffin are helping families prep for the tiny lifestyle and create hypercustomized mini homes.;2;Seasons;1
TV Show;Handsome Siblings;Unknown;Hu Yitian,Chen Zheyuan,Liang Jie,Vicky Liang,Tay Ping Hui,Nikita Mao,Gallen Lo,Song Wenzuo,Jin Song,Jason Zheng;China;2020-01-16;2020;TV-14;International TV Shows, TV Dramas, TV Sci-Fi & Fantasy;Clashing martial arts twins face relentless villains, thorny romance and brotherly rivalry as their troubled pasts catch up to them.;1;Season;1
TV Show;Soul Eater;Unknown;Chiaki Omigawa,Laura Bailey,Emiri Kato,Kouki Uchiyama,Micah Solusod,Yumiko Kobayashi,Brittney Karbowski,Mamoru Miyano,Todd Haberkorn,Kaori Nazuka,Monica Rial,Akeno Watanabe,Jamie Marchi,Narumi Takahira,Cherami Leigh,Houko Kuwashima;Japan;2020-01-16;2008;TV-14;Anime Series, International TV Shows;Maka and the other students at the Death Weapon Meister Academy must kill 99 evil humans and one witch, absorbing their spirits when they die.;1;Season;1
TV Show;Killer Inside: The Mind of Aaron Hernandez;Unknown;Aaron Hernandez;United States;2020-01-15;2020;TV-MA;Crime TV Shows, Docuseries;Via interviews with friends, players and insiders, this docuseries examines how Aaron Hernandez went from an NFL star to a convicted killer.;1;Season;1
TV Show;The Ollie & Moon Show;Unknown;Mattea Conforti,Kobi Frumer;France;2020-01-14;2018;TV-Y;Kids' TV;Two quirky cats, Ollie and Moon, and their friend Stanley the snail travel the world, solving everyday problems and learning about different cultures.;1;Season;1
TV Show;The Healing Powers of Dude;Unknown;Jace Chapman,Larisa Oleynik,Tom Everett Scott,Steve Zahn,Mauricio Lara,Sophie Kim,Laurel Emory;Unknown;2020-01-13;2020;TV-G;Kids' TV, TV Comedies, TV Dramas;When an 11-year-old boy with social anxiety disorder starts middle school, he finds strength in a scruffy emotional support dog named Dude.;1;Season;0
TV Show;AJ and the Queen;Unknown;RuPaul Charles,Izzy G.,Michael-Leon Wooley,Josh Segarra,Katerina Tannenbaum,Tia Carrere;United States;2020-01-10;2020;TV-14;TV Comedies, TV Dramas;While traveling across the country in a run-down RV, drag queen Ruby Red discovers an unlikely sidekick in AJ: a tough-talking 10-year-old stowaway.;1;Season;1
TV Show;Giri / Haji;Unknown;Takehiro Hira,Kelly Macdonald,Yosuke Kubozuka,Will Sharpe,Aoi Okuyama,Masahiro Motoki,Yuko Nakamura,Mitsuko Oka,Anna Sawai,Charlie Creed-Miles;United Kingdom;2020-01-10;2019;TV-MA;British TV Shows, Crime TV Shows, International TV Shows;Family duty sends a lawman to London to look for his mob-assassin brother as a yakuza war threatens to engulf Tokyo. Trust is even tougher to find.;1;Season;1
TV Show;Harvey Street Kids;Unknown;Lauren Lapkus,Stephanie Lemelin,Kelly McCreary,Atticus Shaffer,Danny Pudi,Grey Griffin,Utkarsh Ambudkar,Roger Craig Smith;United States;2020-01-10;2020;TV-Y7;Kids' TV, TV Comedies;Kids rule in a place called Harvey Street, where a trio of girls right wrongs, ice cream is always an option, and every day feels like Saturday.;4;Seasons;1
TV Show;Jamtara - Sabka Number Ayega;Soumendra Padhi;Amit Sial,Dibyendu Bhattacharya,Aksha Pardhasany,Sparsh Shrivastava,Monika Panwar,Anshumaan Pushkar;India;2020-01-10;2020;TV-MA;Crime TV Shows, International TV Shows, TV Dramas;A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme – and a cop wants to fight it.;1;Season;1
TV Show;Medical Police;Unknown;Erinn Hayes,Rob Huebel,Malin Akerman,Rob Corddry,Lake Bell,Sarayu Blue,Ken Marino,Fred Melamed,Tom Wright,Jason Schwartzman,Eric Nenninger,Megan Le,Beth Dover,Zandy Hartig,Brian Huskey,Michael Cera;United States;2020-01-10;2020;TV-MA;Crime TV Shows, TV Action & Adventure, TV Comedies;Doctors Owen Maestro and Lola Spratt leave Childrens Hospital and join a secret arm of the CDC to investigate and destroy a deadly global virus.;1;Season;1
TV Show;The InBESTigators;Unknown;Abby Bergman,Anna Cooke,Aston Droomer,Jamil Smyth-Secka,James Saunders,Maria Angelico,Eliza Ong;Australia;2020-01-10;2020;TV-Y;Kids' TV, TV Comedies;Four clever school kids start their own detective agency and vlog about their adventures, becoming fast friends in the process.;2;Seasons;1
TV Show;Until Dawn;Unknown;Ahmed Sylla,Alban Ivanov,Ornella Fleury,Natoo,Carlito,Mcfly,Djimo,Lola Dubini,Noom Diawara,Tania Dutel,Hakim Jemili,Jason Brokerss,Bérengère Krief,Thomas Vandenberghe,Monsieur Poulpe,Jhon Rachid,Audrey Pirault,Jeanfi Janssens,Fadily Camara,Laurie Peret,Issa Doumbia,Anne-Sophie Girard,Elhadj Gaye,Guillaume Bats;France;2020-01-10;2020;TV-MA;International TV Shows, Reality TV, TV Comedies;France’s funniest comics carry out ghastly tasks as they try to outlast – and outwit – one another while overnighting in haunted locations.;1;Season;1
TV Show;Cheer;Unknown;Unknown;United States;2020-01-08;2020;TV-MA;Docuseries, Reality TV, Teen TV Shows;This gripping docuseries follows the ups and downs of Navarro College's competitive cheer squad as they work to win a coveted national title.;1;Season;1
TV Show;Dracula;Unknown;Claes Bang,Dolly Wells,John Heffernan;United Kingdom;2020-01-04;2020;TV-14;British TV Shows, International TV Shows, TV Dramas;The Count Dracula legend transforms with new tales that flesh out the vampire's gory crimes – and bring his vulnerability into the light.;1;Season;1
TV Show;Anne with an E;Unknown;Amybeth McNulty,Geraldine James,R.H. Thomson,Corrine Koslo,Dalila Bela,Lucas Jade Zumann,Aymeric Jett Montaz;Canada;2020-01-03;2019;TV-PG;International TV Shows, TV Dramas, Teen TV Shows;"A plucky orphan whose passions run deep finds an unlikely home with a spinster and her soft-spoken bachelor brother. Based on ""Anne of Green Gables.""";3;Seasons;1
TV Show;Sex, Explained;Unknown;Janelle Monáe;United States;2020-01-02;2020;TV-MA;Docuseries, Science & Nature TV;From the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.;1;Season;1
TV Show;Thieves of the Wood;Unknown;Matteo Simoni,Tom Van Dyck,Stef Aerts,Anne-Laure Vandeputte,Jeroen Perceval,Charlotte Timmers,Dirk Roofthooft,Anemone Valcke;Belgium;2020-01-02;2019;TV-MA;International TV Shows, TV Action & Adventure, TV Dramas;Charismatic highwayman Jan de Lichte leads the oppressed and downtrodden in a revolt against the corrupt aristocracy of 18th-century Flanders.;1;Season;1
TV Show;Because This Is My First Life;Unknown;Lee Min-ki,Jung So-min,Esom,Kim Ga-eun,Park Byung-eun,Kim Min-seok,Moon Hee-kyung,Kim Byung-ok,Kim Sun-young;South Korea;2020-01-01;2017;TV-14;International TV Shows, Korean TV Shows, Romantic TV Shows;Two housemates get married for financial convenience, but discover nothing is simple when it comes to demanding in-laws, or facing their growing bond.;1;Season;1
TV Show;Border Security: America's Front Line;Unknown;Unknown;Canada;2020-01-01;2018;TV-14;Crime TV Shows, International TV Shows, Reality TV;This reality series chronicles the behind-the-scenes action as U.S. Customs and Border Protection agents safeguard the nation's crossings and ports.;1;Season;1
TV Show;Cells at Work!;Unknown;Kana Hanazawa,Tomoaki Maeno,Daisuke Ono,Kikuko Inoue,Maria Naganawa,Takahiro Sakurai,Saori Hayami,Nobuhiko Okamoto,Yuichi Nakamura,Shoya Chiba,M・A・O,Ayako Kawasumi,Aya Endo,Hiroyuki Yoshino,Mamiko Noto;Japan;2020-01-01;2018;TV-PG;Anime Series, Teen TV Shows;One newcomer red blood cell just wants to do her job. Between bacteria incursions and meeting a certain white blood cell, she's got a lot to learn!;1;Season;1
TV Show;Chhota Bheem Kung Fu Dhamaka Series;Unknown;Pinky Pal Rajput,Sonal Kaushal,Julie Tejwani,Jigna Bharadhwaj,Shaily Dubey,Rajesh Kava,Ghanshyam Shukla,Anamaya Verma,Mohit Sinha,Vaibhav Thakkar;Unknown;2020-01-01;2019;TV-Y7;Kids' TV;From kung fu battles to run-ins with bandits, life in an empire far away from home is an endless adventure for Chhota Bheem and his buddies.;1;Season;0
TV Show;Live Up To Your Name;Unknown;Kim Nam-gil,Kim Ah-joong,Yoo Min-kyu,Moon Ga-young,Yun Ju-sang,Um Hyo-sup,An Seok-hwan,Lee Dae-yeon,Oh Dae-whan;South Korea;2020-01-01;2017;TV-MA;International TV Shows, Korean TV Shows, Romantic TV Shows;Pushed together by twists of time, a Joseon doctor and a cardiac surgeon overcome their 400-year divide as they learn and heal through each other.;1;Season;1
TV Show;Messiah;Unknown;Michelle Monaghan,Mehdi Dehbi,John Ortiz,Tomer Sisley,Melinda Page Hamilton,Stefania LaVie Owen,Sayyid El Alami,Jane Adams,Wil Traval,Fares Landoulsi;United States;2020-01-01;2020;TV-MA;TV Dramas, TV Thrillers;A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. A fictional story not based on true events.;1;Season;1
TV Show;Mia and Me;Unknown;Rosabell Laurenti Sellers,Adrian Moore,Saphia Stoney,Josephine Benini,Andrew Craig,Tajja Isen,Rod Wilson,Linda Ballantyne,Jonathan Wilson,Elizabeth Hanna,Norma Dell'Agnese;Netherlands, Germany, Italy, Canada;2020-01-01;2017;TV-Y7;Kids' TV;A mysterious gift from her late parents sends 12-year-old Mia into an enchanted world of elves, unicorns and an evil queen named Panthea.;2;Seasons;4
